TRANSACTION_NUMBER,INSTANCE_DATE,GROUP_EN,PROCEDURE_EN,IS_OFFPLAN_EN,IS_FREE_HOLD_EN,USAGE_EN,AREA_EN,PROP_TYPE_EN,PROP_SB_TYPE_EN,TRANS_VALUE,PROCEDURE_AREA,ACTUAL_AREA,ROOMS_EN,PARKING,NEAREST_METRO_EN,NEAREST_MALL_EN,NEAREST_LANDMARK_EN,TOTAL_BUYER,TOTAL_SELLER,MASTER_PROJECT_EN,PROJECT_EN
"11-10602-2026","2026-03-11 09:59:10","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","2000000","151.34","151.34","2 B/R","P1-49","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Catch Residences By IGO "
"11-10604-2026","2026-03-11 09:58:40","Sales","Sale","Ready","Free Hold","Residential","Jabal Ali First","Unit","Flat","1155000","71.7","71.7","2 B/R","T1-P2-102","ENERGY Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","","The Nook"
"11-10605-2026","2026-03-11 09:50:51","Sales","Sale","Ready","Free Hold","Residential","Al Kifaf","Unit","Flat","2005500","91.73","91.73","1 B/R","CD4-018","Al Jafiliya Metro Station","Dubai Mall","Burj Khalifa","0","0","","Park Gate Residences"
"11-10606-2026","2026-03-11 09:55:07","Sales","Sale","Ready","Free Hold","Residential","MAJAN","Unit","Flat","1153057","79.35","79.35","1 B/R","P1-55","","","IMG World Adventures","0","0","",""
"11-10607-2026","2026-03-11 09:59:37","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 1","Unit","Flat","485000","86","86","1 B/R","","Rashidiya Metro Station","City Centre Mirdif","","0","0","",""
"11-10608-2026","2026-03-13 12:00:57","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Office","6170000","176.97","176.97","Office","DMCC/L4/4275, 4276","Damac Properties","Marina Mall","Burj Al Arab","0","0","","SWISS TOWER"
"11-10609-2026","2026-03-11 11:24:46","Sales","Sale","Ready","Free Hold","Residential","ARJAN","Unit","Flat","1070000","58.26","58.26","1 B/R","G-568","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","TORINO BY ORO24"
"11-10611-2026","2026-03-11 10:14:14","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","1460000","115.05","115.05","1 B/R","DMCC-3296","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","","LAGUNA TOWER"
"11-10612-2026","2026-03-11 10:33:19","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1550000","60.7","60.7","1 B/R","B2-75","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","THE PAD"
"11-10613-2026","2026-03-11 12:39:47","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","2100000","102.88","102.88","2 B/R","B-39","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","CREEK RISE "
"11-10615-2026","2026-03-11 10:04:14","Sales","Sale","Ready","Free Hold","Residential","THE GREENS","Unit","Flat","1300000","74.34","74.34","1 B/R","414","Dubai Internet City","Marina Mall","Burj Al Arab","0","0","",""
"11-10616-2026","2026-03-12 13:53:22","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 2 & 3","Unit","Flat","415000","32.85","32.85","Studio","B-54","Rashidiya Metro Station","City Centre Mirdif","","0","0","","Easy18"
"11-10617-2026","2026-03-11 10:42:04","Sales","Sale","Ready","Free Hold","Residential","DISCOVERY GARDENS","Unit","Flat","560000","49.13","49.13","Studio","","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","",""
"11-10618-2026","2026-03-11 10:27:55","Sales","Sale","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","450000","38.45","38.45","Studio","G-4","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","ROYALE RESIDENCE2"
"11-10621-2026","2026-03-11 10:27:15","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","4500000","167.87","167.87","3 B/R","B1-290,B1-291","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","Peninsula Five"
"11-10622-2026","2026-03-11 10:25:46","Sales","Sale","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","2650000","138.15","138.15","2 B/R","P-057","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","BURJ VIEWS"
"11-10623-2026","2026-03-11 10:40:08","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1250000","57.02","57.02","1 B/R","B2-38","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","MAYFAIR RESIDENCY"
"11-10626-2026","2026-03-11 10:34:09","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","650000","36.95","36.95","Studio","P1-192","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Bloom Towers"
"11-10629-2026","2026-03-11 10:43:36","Sales","Sale","Ready","Non Free Hold","Residential","SILICON OASIS","Unit","Flat","765000","63.85","63.85","1 B/R","P2-72","","","IMG World Adventures","0","0","","Binghatti Point"
"11-10630-2026","2026-03-11 10:55:34","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 1","Unit","Flat","460000","69","69","1 B/R","","Rashidiya Metro Station","City Centre Mirdif","","0","0","",""
"11-10632-2026","2026-03-11 10:50:13","Sales","Sale","Ready","Free Hold","Residential","MAJAN","Unit","Flat","782184","48.77","48.77","Studio","G-05","","","IMG World Adventures","0","0","",""
"11-10634-2026","2026-03-11 14:23:46","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","800000","58.47","58.47","1 B/R","G-03","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","",""
"11-10636-2026","2026-03-12 09:57:28","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1100000","67.99","67.99","1 B/R","P3-95","Dubai Internet City","Marina Mall","Sports City Swimming Academy","0","0","","Binghatti Lavender "
"11-10638-2026","2026-03-11 14:21:17","Sales","Sale","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","2300000","61.05","61.05","1 B/R","B2-2643","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","0","0","","ACT ONE | ACT TWO"
"11-10640-2026","2026-03-11 10:55:22","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Office","1900000","94.85","94.85","Office","1","Damac Properties","Marina Mall","Burj Al Arab","0","0","",""
"11-10643-2026","2026-03-11 10:57:15","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","1175000","65.77","65.77","1 B/R","50B2","Dubai Marina","Marina Mall","Burj Al Arab","0","0","",""
"11-10644-2026","2026-03-11 11:29:41","Sales","Sale","Ready","Free Hold","Residential","DISCOVERY GARDENS","Unit","Flat","800000","86.91","86.91","1 B/R","","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","",""
"11-10645-2026","2026-03-11 10:56:43","Sales","Sale","Ready","Free Hold","Residential","ARJAN","Unit","Flat","500000","42.28","42.28","Studio","WG-12","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","LINCOLN PARK"
"11-10646-2026","2026-03-11 11:11:56","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","1500000","83.28","83.28","1 B/R","P3-07","Dubai Marina","Marina Mall","Burj Al Arab","0","0","","SKY VIEW TOWER"
"11-10647-2026","2026-03-11 11:39:31","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","3300000","185.66","185.66","3 B/R","P2-48,P2-49","Mina Seyahi","Marina Mall","Burj Al Arab","0","0","","PRINCESS TOWER"
"11-10648-2026","2026-03-11 11:39:31","Sales","Sale","Ready","Free Hold","Residential","REMRAAM","Unit","Flat","1125000","93.42","93.42","2 B/R","TD1-G-14","","","Motor City","0","0","","REMRAAM"
"11-10650-2026","2026-03-11 11:27:33","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1890000","108.08","108.08","2 B/R","P-11","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Binghatti Phoenix"
"11-10651-2026","2026-03-11 11:33:54","Sales","Sale","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","780000","78.69","78.69","1 B/R","B1 - 51","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","CANAL RESIDENCE WEST (PHASE 1)"
"11-10652-2026","2026-03-11 13:46:57","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","1400000","84.57","84.57","1 B/R","P457","Mina Seyahi","Marina Mall","Burj Al Arab","0","0","","SULAFA TOWER"
"11-10654-2026","2026-03-11 11:33:12","Sales","Sale","Ready","Free Hold","Residential","AL FURJAN","Unit","Flat","1100000","83.72","83.72","1 B/R","P-219","","","","0","0","","GEMZ by Danube "
"11-10655-2026","2026-03-11 12:01:15","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1530000","96.73","96.73","2 B/R","P1-67","Dubai Internet City","Marina Mall","Sports City Swimming Academy","0","0","","Binghatti Emerald"
"11-10656-2026","2026-03-11 11:41:01","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 1","Unit","Flat","440000","67","67","1 B/R","","Rashidiya Metro Station","City Centre Mirdif","","0","0","",""
"11-10657-2026","2026-03-11 11:21:35","Sales","Sale","Ready","Free Hold","Residential","THE GREENS","Unit","Flat","1450000","75.38","75.38","1 B/R","139.","Dubai Internet City","Marina Mall","Burj Al Arab","0","0","",""
"11-10658-2026","2026-03-11 11:27:08","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","3575000","152.28","152.28","3 B/R","B1-059, B1-060","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Harbour Gate "
"11-10661-2026","2026-03-11 11:48:38","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","990000","34.61","34.61","Studio","P1-14","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","PRIVE BY DAMAC"
"11-10662-2026","2026-03-11 12:03:24","Sales","Sale","Ready","Free Hold","Residential","MOTOR CITY","Unit","Flat","1781325","157.61","157.61","2 B/R","B-155","Dubai Internet City","Mall of the Emirates","Motor City","0","0","","OIA Residence"
"11-10664-2026","2026-03-12 12:38:40","Sales","Sale","Ready","Free Hold","Residential","BARSHA HEIGHTS","Unit","Office","104994","16.17","138.62","Office","B1 - 278, 279, 280","Dubai Internet City","Mall of the Emirates","Burj Al Arab","0","0","",""
"11-10666-2026","2026-03-11 11:37:39","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","1650000","64.37","64.37","1 B/R","B1-84","Jumeirah Beach Resdency","Marina Mall","Burj Al Arab","0","0","","BAY CENTRAL WEST & CENTRAL TOWERS"
"11-10667-2026","2026-03-11 11:54:19","Sales","Sale","Ready","Free Hold","Residential","MAJAN","Unit","Flat","1200000","125.23","125.23","2 B/R","B-176","","","IMG World Adventures","0","0","","SHERENA RESIDENCE"
"11-10668-2026","2026-03-11 11:48:04","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","5500000","238.8","238.8","3 B/R","B2-90,B2-91","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","Ahad Residences"
"11-10669-2026","2026-03-11 11:57:02","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1230000","40.08","40.08","Studio","B-341","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","Peninsula Three"
"11-10670-2026","2026-03-11 12:01:52","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1100000","131.27","131.27","2 B/R","B2-02","Dubai Internet City","Marina Mall","Sports City Swimming Academy","0","0","","SEASONS COMMUNITY- AUTUMN"
"11-10672-2026","2026-03-11 12:13:40","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH BEACH RESIDENCE","Unit","Flat","2400000","119.77","119.77","2 B/R","B177","Jumeirah Beach Residency","Marina Mall","Burj Al Arab","0","0","",""
"11-10675-2026","2026-03-11 12:13:52","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","1400000","118.73","118.73","2 B/R","4B","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","",""
"11-10676-2026","2026-03-11 12:40:28","Sales","Sale","Ready","Free Hold","Residential","ARJAN","Unit","Flat","560000","43.57","43.57","Studio","B-181","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","Resortz Residence"
"11-10677-2026","2026-03-11 12:13:39","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","1735700","68.06","68.06","1 B/R","B2-62","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Island Park II "
"11-10680-2026","2026-03-11 12:51:09","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE TRIANGLE","Unit","Flat","730000","61.37","61.37","1 B/R","P2-34","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","AL MANARAH TOWER"
"11-10682-2026","2026-03-11 12:33:11","Sales","Sale","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","705000","64.58","64.58","1 B/R","B2-8","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","CRICKET TOWER"
"11-10683-2026","2026-03-11 12:53:41","Sales","Sale","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Hotel Apartment","4200000","73.95","73.95","1 B/R","P1-145","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","",""
"11-10685-2026","2026-03-11 12:48:05","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 1","Unit","Flat","690000","94.67","94.67","2 B/R","15","Rashidiya Metro Station","City Centre Mirdif","","0","0","",""
"11-10686-2026","2026-03-11 12:32:33","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1200000","71.06","71.06","1 B/R","P-192","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Binghatti Phoenix"
"11-10687-2026","2026-03-12 13:06:36","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","980000","62.22","62.22","1 B/R","P4-20","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Binghatti Venus"
"11-10689-2026","2026-03-11 13:57:28","Sales","Sale","Ready","Free Hold","Residential","PALM JUMEIRAH","Unit","Flat","3300000","85.52","85.52","1 B/R","B-H054","Mina Seyahi","Marina Mall","Burj Al Arab","0","0","","THE 8"
"11-10690-2026","2026-03-11 12:35:22","Sales","Sale","Ready","Free Hold","Residential","MEYDAN ONE","Unit","Flat","670000","38.43","38.43","Studio","B2-87","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Azizi Riviera 9"
"11-10691-2026","2026-03-11 12:58:11","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","860000","47.16","47.16","Studio","P1-06","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","Millennium Binghatti Residences Business Bay "
"11-10696-2026","2026-03-11 12:47:33","Sales","Sale","Ready","Free Hold","Residential","SOBHA HEARTLAND","Unit","Flat","1400000","63.49","63.49","1 B/R","P3-129","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Sobha Creek vistas Reserve"
"11-10697-2026","2026-03-11 13:13:52","Sales","Sale","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","1950000","90.49","90.49","1 B/R","B2-154","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","",""
"11-10698-2026","2026-03-12 12:15:38","Sales","Sale","Ready","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","780000","85.48","85.48","1 B/R","B2-72","","","IMG World Adventures","0","0","",""
"11-10699-2026","2026-03-11 12:55:29","Sales","Sale","Ready","Free Hold","Residential","AL FURJAN","Unit","Hotel Apartment","540000","36.05","36.05","Studio","P1-56","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","","Azizi Plaza Hotel Apartments"
"11-10700-2026","2026-03-12 13:51:15","Sales","Sale","Ready","Free Hold","Residential","DUBAI SOUTH","Unit","Flat","500000","41.22","41.22","Studio","G-01","","","Expo 2020 Site","0","0","",""
"11-10701-2026","2026-03-11 13:11:38","Sales","Sale","Ready","Free Hold","Residential","LIWAN","Unit","Flat","863687","76","76","1 B/R","G-77","","","IMG World Adventures","0","0","",""
"11-10702-2026","2026-03-11 13:19:20","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 1","Unit","Flat","620000","99.5","99.5","1 B/R","G-08","Rashidiya Metro Station","City Centre Mirdif","","0","0","","CLASSIC APARTMENTS"
"11-10703-2026","2026-03-11 13:07:54","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","895000","34.42","34.42","Studio","B5-185","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","","GOLD CREST VIEWS2"
"11-10704-2026","2026-03-11 13:32:59","Sales","Sale","Ready","Free Hold","Residential","MAJAN","Unit","Flat","1210000","125.18","125.18","2 B/R","B-119","","","IMG World Adventures","0","0","","SHERENA RESIDENCE"
"11-10705-2026","2026-03-12 13:12:45","Sales","Sale","Ready","Free Hold","Residential","DUBAI SOUTH","Unit","Flat","657954","61.7","61.7","1 B/R","G-15","","","Expo 2020 Site","0","0","",""
"11-10706-2026","2026-03-11 13:51:20","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Office","1600000","51.93","51.93","Office","L1 1184","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","","AG TOWER"
"11-10707-2026","2026-03-11 13:14:51","Sales","Sale","Ready","Free Hold","Residential","TOWN SQUARE","Unit","Flat","1545000","139.21","139.21","3 B/R","P-278","","","Dubai Cycling Course","0","0","","TOWN SQUARE ZAHRA"
"11-10708-2026","2026-03-11 14:49:33","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH GOLF","Unit","Flat","2100000","126.93","126.93","2 B/R","PH3-G-9","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Alandalus Building G"
"11-10709-2026","2026-03-11 13:40:31","Sales","Sale","Ready","Free Hold","Residential","LA MER","Unit","Flat","2450000","72.45","72.45","1 B/R","B-085","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","0","0","","Port De La Mer - La Sirene 2"
"11-10710-2026","2026-03-11 13:26:28","Sales","Sale","Ready","Free Hold","Residential","LIWAN","Unit","Flat","850000","128.72","128.72","2 B/R","G-2","","","IMG World Adventures","0","0","","QPOINT LIWAN-PLOTR001"
"11-10712-2026","2026-03-11 15:14:17","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","964460","76.67","76.67","1 B/R","DMCC-3247","Marina Mall Metro Station","Marina Mall","Burj Al Arab","0","0","","SABA TOWER 3"
"11-10713-2026","2026-03-11 13:50:21","Sales","Sale","Ready","Free Hold","Residential","MOTOR CITY","Unit","Flat","1150000","76.17","76.17","1 B/R","B-254","Dubai Internet City","Mall of the Emirates","Motor City","0","0","","OIA Residence"
"11-10714-2026","2026-03-11 14:21:42","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","635000","80.82","80.82","1 B/R","B-73","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","MASAAR RESIDENCES"
"11-10715-2026","2026-03-11 15:23:47","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1700000","78.61","78.61","1 B/R","P1-75","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","NOBLES"
